,time,Latitude,Longitude,N,geoid,E,satellites,ellipsoid,PDOP,HDOP,VDOP,x,y,alt,MSL,surfaceAlt,speed,distance,UTC,All_time
9274,737087.0165994209,32.111101403697,34.8078042210004,1,18.964000000000002,1,5,55.0,1.7,1.4,,670562.948929184,3554181.16735144,1.0,36.036,43,0.36732160527789703,5.704504529965741,00:23:53,2018-01-27 00:23:53
11558,737087.654037616,32.1115374718676,34.8073404026913,1,18.961,1,5,60.0,1.9,1.6,,670518.371248362,3554228.77940295,0.24630373000789396,41.038999999999994,41,0.0,0.0,15:41:48,2018-01-27 15:41:48
11559,737087.7576435191,32.1113187917974,34.807576700047896,1,18.963,1,6,55.1,2.1,1.9,,670541.075316633,3554204.90868153,0.6656967686925439,36.137,43,0.0133291578478595,32.9436800788772,18:11:00,2018-01-27 18:11:00
11560,737087.8797873841,32.1111638900389,34.807722682586196,1,18.964000000000002,1,5,54.1,1.8,1.5,,670555.138587572,3554187.96603802,0.935099245086717,35.135999999999996,43,0.0054057412339506,22.018827366364604,21:06:53,2018-01-27 21:06:53
11561,737087.8803324071,32.1110747033033,34.807790631676,1,18.965,1,5,45.3,1.8,1.5,,670561.716280521,3554178.1856027,1.05709807997223,26.335,32,0.250298543868482,11.786558430766801,21:07:40,2018-01-27 21:07:40
11562,737087.8805130791,32.1110615943505,34.8077501411094,1,18.963,1,5,54.7,1.6,1.3,,670557.9198979,3554176.66812994,1.0,35.736999999999995,43,0.261910834863003,4.08842813221148,21:07:56,2018-01-27 21:07:56
11563,737087.881057292,32.1110519361864,34.8077916338167,1,18.963,1,5,55.3,1.8,1.5,,670561.853193286,3554175.66303131,1.0,36.336999999999996,43,0.0863395194603714,4.05968420502666,21:08:43,2018-01-27 21:08:43
11564,737087.881239352,32.111116802296,34.8078912416368,1,18.967,1,6,53.5,1.5,1.1,,670571.131713202,3554183.01234314,1.0,34.533,39,0.7524809071220179,11.8365246690293,21:08:58,2018-01-27 21:08:58
11565,737087.881420833,32.111246413728196,34.808019737045996,1,18.964000000000002,1,5,55.4,1.8,1.5,,670583.015656106,3554197.58562546,1.0,36.436,43,1.1992656252381002,18.804485003733397,21:09:14,2018-01-27 21:09:14
11566,737087.881602662,32.1112653061477,34.8080180419445,1,18.965999999999998,1,5,55.4,2.3,2.1,,670582.820557242,3554199.67751741,1.0,36.434,39,0.133734572721852,2.1009701374603,21:09:30,2018-01-27 21:09:30
11567,737087.881965509,32.1111739641109,34.8079988044345,1,18.965,1,5,44.3,2.0,1.7,,670581.175197975,3554189.52009518,1.0,25.335,32,0.32822398225603006,10.2898218437265,21:10:01,2018-01-27 21:10:01
11568,737087.882509606,32.1110356416113,34.807949121410395,1,18.965,1,5,54.0,2.1,1.9,,670576.744334403,3554174.10581171,1.0,35.035,43,0.341171563417246,16.0384751962447,21:10:48,2018-01-27 21:10:48
11569,737087.882872454,32.1109150512154,34.8078408814389,1,18.965,1,5,45.0,1.8,1.5,,670566.754917316,3554160.56475619,1.0,26.035,43,0.536747083924354,16.827021081028498,21:11:19,2018-01-27 21:11:19
11570,737087.883962153,32.1108919140102,34.807814091255004,1,18.963,1,5,53.9,1.8,1.6,,670564.269978445,3554157.9571536,1.0,34.937,43,0.0382582586977664,3.60201505639471,21:12:54,2018-01-27 21:12:54
11571,737087.8845074071,32.1109894309559,34.807812116845305,1,18.965,1,5,45.9,2.1,1.9,,670563.902277347,3554168.76559297,1.0,26.935,32,0.22956255843256898,10.8146921277583,21:13:41,2018-01-27 21:13:41
11572,737087.885233912,32.111155646018894,34.8078561811463,1,18.964000000000002,1,5,54.9,1.8,1.6,,670567.7510853821,3554187.26338318,1.0,35.936,43,0.30100295998973603,18.893955798555698,21:14:43,2018-01-27 21:14:43
11573,737087.8855961809,32.1112408479189,34.8078868918405,1,18.964000000000002,1,9,55.7,1.8,1.0,,670570.490509516,3554196.75821905,1.0,36.736,41,0.315722776170741,9.882122894144189,21:15:15,2018-01-27 21:15:15
11574,737087.885777662,32.1111808791649,34.8079124199266,1,18.965,1,8,45.6,1.9,1.1,,670573.01093855,3554190.14998535,1.0391653290852199,26.635,32,0.4510570701643761,7.07257486017741,21:15:30,2018-01-27 21:15:30
11575,737087.885959375,32.1110594979916,34.8079237975446,1,18.964000000000002,1,6,54.8,2.0,1.8,,670574.310347513,3554176.7106402,0.962331924668191,35.836,43,0.8600010799155781,13.5020169546746,21:15:46,2018-01-27 21:15:46
11576,737087.887412384,32.1110915778687,34.8079162013723,1,18.965,1,6,45.5,1.7,1.5,,670573.533882697,3554180.25526403,0.798184339560257,26.535,32,0.0289045032823935,3.6286713420716805,21:17:52,2018-01-27 21:17:52
11577,737087.8877747691,32.1112223021663,34.8079588531615,1,18.964000000000002,1,9,60.3,1.8,1.0,,670577.315402946,3554194.81601165,0.7934973212614459,41.336000000000006,41,0.4804783882298979,15.0437783354781,21:18:23,2018-01-27 21:18:23
11578,737087.8881381941,32.1113238526592,34.8079572759142,1,18.965999999999998,1,6,54.9,2.0,1.7,,670576.977659686,3554206.07227415,0.743497555494197,35.934,39,0.358641030179099,11.2613283476237,21:18:54,2018-01-27 21:18:54
11579,737087.888319444,32.111318260074,34.8079641419486,1,18.965,1,7,56.0,1.5,1.2,,670577.63595363,3554205.46310314,0.667211068476956,37.035,43,0.0572736863929616,0.8969059289137791,21:19:10,2018-01-27 21:19:10
11580,737087.888500926,32.111282728901,34.80796486790089,1,18.964000000000002,1,7,60.0,1.5,1.2,,670577.770553625,3554201.52496153,0.658854995957499,41.036,41,0.251303644729085,3.94044114935206,21:19:26,2018-01-27 21:19:26
11581,737087.8886829859,32.111301145850504,34.807926449258396,1,18.965999999999998,1,5,44.5,2.1,1.9,,670574.111046503,3554203.50599493,0.717944378180601,25.534000000000002,32,0.264545973895371,4.16130816937419,21:19:41,2018-01-27 21:19:41
11582,737087.88886412,32.111323528183604,34.8079261281632,1,18.964000000000002,1,5,61.0,2.1,1.9,,670574.0391108879,3554205.98698421,0.95959194291976,42.036,41,0.15859628999429598,2.4820319384107403,21:19:57,2018-01-27 21:19:57
11583,737087.889046181,32.1113366246107,34.8078845117343,1,18.964000000000002,1,6,59.8,1.7,1.5,,670570.087755085,3554207.3730772003,1.0678023208041898,40.836,41,0.26620582565023704,4.18741763747823,21:20:13,2018-01-27 21:20:13
11584,737087.8892269679,32.1112447550918,34.8078838950844,1,18.965,1,6,57.2,1.6,1.3,,670570.200462383,3554197.18665722,1.0020422450481101,38.235,39,0.652179480803028,10.187043490143301,21:20:28,2018-01-27 21:20:28
11585,737087.8899534721,32.1111828972608,34.8078854852752,1,18.964000000000002,1,8,58.0,2.1,1.1,,670570.465583086,3554190.33108465,0.9978765785435719,39.036,43,0.109298981368058,6.86069706047297,21:21:31,2018-01-27 21:21:31
11586,737087.8904986109,32.1111599578192,34.8078705932484,1,18.965,1,5,44.9,2.1,1.8,,670569.103016519,3554187.7642437997,1.0,25.935,32,0.061700061253488,2.90607288503928,21:22:18,2018-01-27 21:22:18
11587,737087.890679514,32.111127852961104,34.8079225908206,1,18.964000000000002,1,5,59.7,1.7,1.5,,670574.069323035,3554184.28714833,1.0,40.736,41,0.387878449706989,6.062540168920241,21:22:34,2018-01-27 21:22:34
11588,737087.8908627309,32.1111529576997,34.8079927926155,1,18.965999999999998,1,6,45.4,1.9,1.7,,670580.64699031,3554187.18162535,1.0,26.434,32,0.453970650857642,7.1863554030764805,21:22:50,2018-01-27 21:22:50
11589,737087.891043982,32.1111380883219,34.8079710727383,1,18.965,1,7,55.1,1.5,1.3,,670578.625124745,3554185.49868902,1.0,36.135,39,0.167984046293953,2.63063016496331,21:23:05,2018-01-27 21:23:05
11590,737087.8912253471,32.111070036799696,34.8077033268707,1,18.964000000000002,1,7,54.9,1.5,1.3,,670553.486714905,3554177.53002111,1.0,35.936,43,1.6829089641966,26.3711834689607,21:23:21,2018-01-27 21:23:21
11591,737087.891588657,32.1109894075187,34.8074952832536,1,18.961,1,5,55.5,1.8,1.6,,670534.005281311,3554168.26143923,1.0,36.539,43,0.6872855409238691,21.5738931296002,21:23:53,2018-01-27 21:23:53
11592,737087.8917693291,32.1109342475393,34.807488618353,1,18.96,1,6,54.9,1.5,1.2,,670533.478953241,3554162.13538141,1.0,35.94,43,0.393890219381451,6.14862632454444,21:24:08,2018-01-27 21:24:08
11593,737087.891951736,32.1109420434531,34.8075814230813,1,18.965999999999998,1,5,54.8,1.7,1.5,,670542.221695226,3554163.14660561,1.0,35.834,39,0.558440927527995,8.8010290178412,21:24:24,2018-01-27 21:24:24
11594,737087.8921341441,32.1109816146974,34.807733702726495,1,18.961,1,5,56.9,1.9,1.7,,670556.517505409,3554167.77487586,1.05686050788878,37.939,43,0.953448350723396,15.026346007400699,21:24:40,2018-01-27 21:24:40
11595,737087.892678125,32.1110419751456,34.8077460160857,1,18.964000000000002,1,5,55.6,2.1,1.9,,670557.567145414,3554174.48644621,0.9962753308882021,36.635999999999996,43,0.14453515933238098,6.79315248862189,21:25:27,2018-01-27 21:25:27
11596,737087.892859375,32.1111611094826,34.8077494624989,1,18.964000000000002,1,5,54.5,2.1,1.9,,670557.670759922,3554187.7001569998,0.6579886841105501,35.536,43,0.843813348020811,13.214117030005902,21:25:42,2018-01-27 21:25:42
11597,737087.8932221071,32.111336297669,34.8077577372519,1,18.964000000000002,1,6,60.0,1.9,1.6,,670558.1257190671,3554207.13612276,0.35504391185438394,41.036,41,0.620334712726854,19.4412898968596,21:26:14,2018-01-27 21:26:14
11598,737087.893403241,32.1114357382409,34.8077521662207,1,18.964000000000002,1,5,60.1,2.0,1.8,,670557.415061587,3554218.15213857,0.3643131176055279,41.136,41,0.705361963173932,11.038914723671999,21:26:29,2018-01-27 21:26:29
11599,737087.89358588,32.1114337034349,34.8078273566828,1,18.964000000000002,1,7,59.7,1.6,1.3,,670564.51393188,3554218.04558071,0.682709705964155,40.736,41,0.4499157156622,7.09966999314951,21:26:45,2018-01-27 21:26:45
11600,737087.893767708,32.1113717223774,34.8078712839675,1,18.965,1,6,55.9,1.5,1.2,,670568.774273298,3554211.24337441,1.0078466267341402,36.935,39,0.510900027686425,8.02623943495374,21:27:01,2018-01-27 21:27:01
11601,737087.89413044,32.1113175829011,34.8078837815829,1,18.964000000000002,1,7,56.0,1.4,1.1,,670570.054278185,3554205.26079376,1.05096211495426,37.036,43,0.19521315778847895,6.1179803650909195,21:27:32,2018-01-27 21:27:32
11602,737087.8944943291,32.1111889069206,34.8078815527672,1,18.965,1,5,59.7,2.0,1.8,,670570.083325581,3554190.99114106,1.0,40.735,41,0.453870301094656,14.269682266415998,21:28:04,2018-01-27 21:28:04
11603,737087.89467581,32.1110496308116,34.8079119962322,1,18.965,1,6,45.5,1.8,1.6,,670573.215108358,3554175.59799541,1.0,26.535,32,1.00181765097353,15.7085007672649,21:28:19,2018-01-27 21:28:19
11604,737087.895046991,32.1109585316173,34.8078997961161,1,18.965,1,5,57.0,1.9,1.7,,670572.233344696,3554165.47864109,1.0,38.035,43,0.317021120922783,10.1668673479936,21:28:51,2018-01-27 21:28:51
11605,737087.8954020829,32.110974767292106,34.807759840113604,1,18.964000000000002,1,9,58.8,1.9,1.0,,670558.996617366,3554167.05709202,1.0,39.836,43,0.434501581879284,13.3305085320564,21:29:22,2018-01-27 21:29:22
11606,737087.895583796,32.111075538346,34.8075770801861,1,18.962,1,9,58.6,1.9,1.0,,670541.563608295,3554177.94011935,1.0,39.638000000000005,43,1.30899094611383,20.551157853987103,21:29:38,2018-01-27 21:29:38
11607,737087.896309375,32.1110448826276,34.8074767114479,1,18.962,1,5,54.6,1.8,1.6,,670532.149638775,3554174.38248841,1.0,35.638000000000005,43,0.160532375839531,10.0637746413802,21:30:40,2018-01-27 21:30:40
11608,737087.896491782,32.1110237386486,34.8075496119811,1,18.962,1,7,57.2,1.6,1.3,,670539.067996188,3554172.15368007,1.0,38.238,43,0.461199952934734,7.268511258251411,21:30:56,2018-01-27 21:30:56
11609,737087.896855093,32.1111167998771,34.8077053118594,1,18.964000000000002,1,9,54.1,1.9,1.0,,670553.587042732,3554182.7177194,1.0,35.135999999999996,43,0.572014852033693,17.9555462053376,21:31:28,2018-01-27 21:31:28
11610,737087.8970370371,32.111208215476104,34.807765194309695,1,18.964000000000002,1,5,59.2,1.9,1.7,,670559.067621325,3554192.94763703,1.0,40.236,41,0.7382642525605771,11.605514050252301,21:31:43,2018-01-27 21:31:43
11611,737087.89721794,32.1111731469804,34.807763625174104,1,18.964000000000002,1,7,55.8,1.6,1.3,,670558.9847847361,3554189.05715851,1.0,36.836,43,0.24896738989922304,3.89136030412485,21:31:59,2018-01-27 21:31:59
11612,737087.8973998841,32.1110484018147,34.8077877781003,1,18.963,1,6,56.6,1.8,1.6,,670561.495934789,3554175.26507638,1.0,37.637,43,0.89178264627996,14.018823199521,21:32:15,2018-01-27 21:32:15
11613,737087.8975817129,32.1110362140075,34.807860126577204,1,18.965,1,7,48.0,1.6,1.3,,670568.345546228,3554174.02837179,1.0,29.035,32,0.44305284987161203,6.96036027148302,21:32:30,2018-01-27 21:32:30
11614,737087.897763542,32.1111413986183,34.8080777131961,1,18.965,1,5,54.2,2.0,1.8,,670588.681753805,3554186.03454643,0.850475739109891,35.235,39,1.5032384049803702,23.615875342241697,21:32:46,2018-01-27 21:32:46
11615,737087.898127199,32.1112634139817,34.8082279725497,1,18.965999999999998,1,5,44.8,1.6,1.3,,670602.633484276,3554199.80014882,1.14380808880442,25.834,32,0.623792358991062,19.5995559194992,21:33:17,2018-01-27 21:33:17
11616,737087.898309028,32.111323204699396,34.8082893880752,1,18.969,1,5,55.9,1.8,1.6,,670608.317509852,3554206.52631711,1.77048599279329,36.931,39,0.560548608351183,8.806218637197091,21:33:33,2018-01-27 21:33:33
11617,737087.8984951391,32.1112761007612,34.808354849155,1,18.965,1,5,61.5,1.8,1.6,,670614.582169789,3554201.4076349,2.00546035858478,42.535,39,0.503104731953083,8.08992408980557,21:33:49,2018-01-27 21:33:49
11618,737087.898672106,32.111148378903195,34.8082994842448,1,18.968,1,6,47.5,1.5,1.3,,670609.5954856271,3554187.15961468,1.77048599279329,28.531999999999996,32,0.9872770551706171,15.0954661735587,21:34:05,2018-01-27 21:34:05
11619,737087.899035417,32.1110434221083,34.8081864704082,1,18.967,1,5,47.9,2.0,1.7,,670599.126567089,3554175.34424016,1.14380808880442,28.933000000000003,32,0.5029025788029289,15.786111948623901,21:34:36,2018-01-27 21:34:36
11620,737087.899398264,32.1110735148094,34.8080093955259,1,18.965,1,5,45.8,2.4,2.2,,670582.3614597929,3554178.4001923,0.850475739109891,26.835,32,0.543583784804081,17.0413516536079,21:35:07,2018-01-27 21:35:07
11621,737087.899579051,32.1111731537133,34.807856776872896,1,18.964000000000002,1,6,55.0,1.7,1.4,,670567.774732059,3554189.20537962,1.0,36.036,43,1.1621520600418702,18.1528151778539,21:35:23,2018-01-27 21:35:23
11622,737087.8997614579,32.1111904727425,34.8078371108327,1,18.965,1,6,45.1,1.7,1.4,,670565.886793667,3554191.09438061,1.0,26.135,32,0.16946063167653103,2.67069955522213,21:35:39,2018-01-27 21:35:39
11623,737087.899942824,32.1111333100145,34.80779840236389,1,18.964000000000002,1,5,54.6,2.0,1.7,,670562.340522945,3554184.69554778,1.0,35.635999999999996,43,0.46686735656647,7.31581147739659,21:35:54,2018-01-27 21:35:54
11624,737087.90012419,32.1111046029788,34.8076745588769,1,18.963,1,5,54.7,1.9,1.6,,670550.707820831,3554181.31678283,1.0,35.736999999999995,43,0.773034829988986,12.113455785927401,21:36:10,2018-01-27 21:36:10
11625,737087.9003052079,32.1111343443332,34.8075749880083,1,18.963,1,7,56.7,1.5,1.2,,670541.256815058,3554184.45654353,1.0,37.736999999999995,43,0.636758049253695,9.958895890327788,21:36:26,2018-01-27 21:36:26
11626,737087.900487269,32.1111981916932,34.80763900083289,1,18.962,1,6,55.3,1.6,1.4,,670547.178429088,3554191.63654102,1.0,36.338,43,0.591663862151916,9.306872551649631,21:36:41,2018-01-27 21:36:41
11627,737087.9006689809,32.1112326898845,34.8077583564787,1,18.964000000000002,1,5,59.5,1.8,1.6,,670558.376867737,3554195.65025483,1.0,40.536,41,0.7577073028525401,11.896004654784901,21:36:57,2018-01-27 21:36:57
11628,737087.900850579,32.1112103001815,34.8077732776297,1,18.964000000000002,1,6,54.7,1.6,1.4,,670559.826499755,3554193.19156231,1.0,35.736,43,0.18191365642448298,2.85422526930014,21:37:13,2018-01-27 21:37:13
11629,737087.901031597,32.1111387945747,34.8077999968313,1,18.964000000000002,1,5,54.6,1.8,1.5,,670562.480777947,3554185.30613748,1.0,35.635999999999996,43,0.531979751335416,8.320163310885901,21:37:28,2018-01-27 21:37:28
11630,737087.901395486,32.111117426756394,34.8078645624404,1,18.963,1,7,56.6,1.5,1.2,,670568.6130536239,3554183.03933704,1.0,37.637,43,0.207946169227481,6.53782756051201,21:38:00,2018-01-27 21:38:00
11631,737087.901759606,32.1111777677377,34.8079303106614,1,18.967,1,5,45.7,2.0,1.7,,670574.704927981,3554189.83335158,1.0,26.733,32,0.290057723664125,9.12521598647338,21:38:31,2018-01-27 21:38:31
11632,737087.902303125,32.1112581069906,34.8079358818703,1,18.963,1,5,59.8,1.9,1.6,,670575.081186337,3554198.74927175,1.0,40.836999999999996,41,0.190031001257638,8.92385581905868,21:39:18,2018-01-27 21:39:18
11633,737087.902666782,32.1112990586574,34.8078117167988,1,18.965,1,8,55.9,2.1,1.1,,670563.288585116,3554203.09294389,1.0,36.935,43,0.39997253194721705,12.5671369537816,21:39:50,2018-01-27 21:39:50
11634,737087.9028482641,32.111274298372194,34.8077329693591,1,18.963,1,8,58.9,2.1,1.1,,670555.903902182,3554200.22313821,1.0,39.937,41,0.505274843883126,7.922709552087411,21:40:05,2018-01-27 21:40:05
11635,737087.903029977,32.111226168535296,34.80770561673,1,18.964000000000002,1,8,53.4,2.1,1.1,,670553.412384419,3554194.84374983,1.0,34.436,43,0.377602697014689,5.92836234313061,21:40:21,2018-01-27 21:40:21
11636,737087.9033935191,32.111148247231995,34.8077221717991,1,18.963,1,6,55.2,1.7,1.4,,670555.119484779,3554186.23093362,1.0,36.236999999999995,43,0.279540406346491,8.7803641633433,21:40:52,2018-01-27 21:40:52
11637,737087.9037569441,32.111042394306395,34.8077819538451,1,18.964000000000002,1,6,55.8,1.6,1.4,,670560.957521406,3554174.58981185,1.0,36.836,43,0.41474505001468703,13.022994570461199,21:41:24,2018-01-27 21:41:24
12962,737088.59188206,32.111968272919604,34.8081015445819,1,18.965999999999998,1,6,2.6,1.4,1.1,,670589.392181051,3554277.74667443,1.0,-16.366,39,0.0,0.0,14:12:18,2018-01-28 14:12:18
12963,737088.592056945,32.111850765267704,34.8077614090772,1,18.965,1,7,9.9,1.4,1.1,,670557.5152442871,3554264.18023189,1.0,-9.065,39,2.2927678233178397,34.6437218103326,14:12:33,2018-01-28 14:12:33
12964,737088.592229167,32.1116292347323,34.8075435909227,1,18.962,1,7,16.0,1.5,1.2,,670537.373706827,3554239.27463881,1.0,-2.9619999999999997,41,2.15260537518236,32.0307679827135,14:12:48,2018-01-28 14:12:48
12965,737088.592403241,32.1111500604137,34.8076301220848,1,18.963,1,9,31.5,1.6,0.9,,670546.430135674,3554186.28623935,1.0,12.537,43,3.5742527436125697,53.75676126393311,14:13:03,2018-01-28 14:13:03
786,737091.7619951391,32.1114100356683,34.808349564818,1,18.968,1,6,2.8,1.4,1.1,,670613.834320972,3554216.24844198,1.0,-16.168,39,0.0,0.0,18:17:16,2018-01-31 18:17:16
787,737091.88039537,32.1109952941702,34.8079218770809,1,18.963,1,8,15.6,2.0,1.1,,670574.248562293,3554169.58941289,1.0,-3.363,43,0.0163180317605467,61.1890291350626,21:07:45,2018-01-31 21:07:45
788,737091.880569097,32.110768003344,34.807687285857604,1,18.963,1,8,18.3,2.1,1.1,,670552.53482937,3554144.01860828,1.0,-0.6629999999999999,43,2.23492806287267,33.5462702237187,21:08:00,2018-01-31 21:08:00
789,737091.880741667,32.1107371819306,34.8076516391543,1,18.964000000000002,1,6,23.0,1.9,1.7,,670549.228453986,3554140.54505232,1.0,4.0360000000000005,36,0.321635994791438,4.79559268234033,21:08:15,2018-01-31 21:08:15
790,737091.880916435,32.1108708320581,34.807824336391,1,18.963,1,8,24.5,2.1,1.1,,670565.275945494,3554155.6360473,1.0,5.537000000000001,43,1.4588490278853703,22.028620321069003,21:08:30,2018-01-31 21:08:30
791,737091.881089005,32.1113363325524,34.8082094379287,1,18.965,1,8,26.2,2.1,1.1,,670600.748858677,3554207.85517824,1.0,7.235,32,4.2339480161259,63.1281649204372,21:08:45,2018-01-31 21:08:45
792,737091.881263657,32.1117842711848,34.808609808446896,1,18.97,1,8,36.1,2.1,1.1,,670637.694875296,3554258.15157711,1.0,17.13,28,4.13570703033186,62.4078190877077,21:09:00,2018-01-31 21:09:00
793,737091.881437153,32.1119817747512,34.8087715831912,1,18.972,1,9,37.5,1.9,1.0,,670652.592546917,3554280.30476874,1.0,18.528,34,1.7809557268470202,26.696526345436897,21:09:15,2018-01-31 21:09:15
794,737091.881610185,32.1120221913312,34.8086576584453,1,18.967,1,9,40.0,1.9,1.0,,670641.767281469,3554284.60524448,1.0,21.033,39,0.7791435266974929,11.6481957241275,21:09:30,2018-01-31 21:09:30
795,737091.8817834491,32.1120031923975,34.8085399092967,1,18.969,1,8,42.2,2.1,1.1,,670630.691718714,3554282.31235842,1.0,23.230999999999998,39,0.7555385354570641,11.310411875792301,21:09:45,2018-01-31 21:09:45
796,737091.8819579859,32.1121737108956,34.8086684327401,1,18.969,1,9,47.8,1.9,1.0,,670642.501968857,3554301.4210753,1.0,28.831,39,1.48964598166827,22.4638614035576,21:10:00,2018-01-31 21:10:00
797,737091.882131134,32.112362292130896,34.8087804553721,1,18.971,1,8,48.7,2.1,1.1,,670652.721528431,3554322.50626098,1.0,29.729,34,1.5662614192330802,23.4312708317268,21:10:15,2018-01-31 21:10:15
798,737091.882305093,32.1125580024583,34.8088409698674,1,18.971,1,9,51.4,1.9,1.0,,670658.067446455,3554344.30025645,1.0,32.429,34,1.49301912845965,22.4400775007485,21:10:30,2018-01-31 21:10:30
799,737091.882478935,32.1128172597009,34.8089317744397,1,18.97,1,9,54.7,1.9,1.0,,670666.153231811,3554373.18760121,0.9156529810363491,35.73,39,1.9971799898282099,29.9976434472198,21:10:45,2018-01-31 21:10:45
800,737091.8826525459,32.11298243671,34.808935677913,1,18.973,1,8,53.4,2.1,1.1,,670666.2141094629,3554391.50673543,1.13255649802229,34.427,35,1.2212823576870502,18.3192353653058,21:11:00,2018-01-31 21:11:00
801,737091.882826042,32.1130674452541,34.8089348016718,1,18.971,1,9,53.9,1.9,1.0,,670665.973195091,3554400.93012911,1.3599202889925,34.929,35,0.628850749371719,9.426472733082061,21:11:15,2018-01-31 21:11:15
802,737091.882999537,32.1130347528849,34.808936511280606,1,18.97,1,8,56.4,2.1,1.1,,670666.1953662,3554397.3082789,1.32642776689104,37.43,35,0.24207191518692803,3.62865800865205,21:11:30,2018-01-31 21:11:30
803,737091.8831737271,32.1129768925775,34.8089097824351,1,18.972,1,8,54.1,1.9,1.1,,670663.78093328,3554390.85104162,1.21885662403314,35.128,35,0.458064239688005,6.8938668073044695,21:11:45,2018-01-31 21:11:45
804,737091.8833466441,32.113009536118305,34.8088783488422,1,18.972,1,6,55.4,1.7,1.5,,670660.75410148,3554394.4203906,1.03132229581662,36.428000000000004,35,0.31324988594958697,4.67995329608683,21:12:00,2018-01-31 21:12:00
805,737091.883520255,32.1130659944279,34.8087832624443,1,18.969,1,7,54.9,1.5,1.2,,670651.676676649,3554400.52921914,0.9626784200434351,35.931,38,0.7294363963878749,10.9415459458181,21:12:15,2018-01-31 21:12:15
