,timeStr,time,Latitude,Longitude,alt,speed,distance,MSL,surfaceAlt,ellipsoid,x,y,si50,foraging,UTC,All_time
11391,11-Jan-2017 03:22:32,736706.1406496529,32.111055176009806,34.8081831591331,0.0,0.0,0.0,0.0,0,20.365779439604303,670598.792240768,3554176.64213527,54.2531344653481,0,03:22:31,2017-01-11 03:22:31
11392,11-Jan-2017 03:23:02,736706.140996875,32.1121933085312,34.8086642539468,0.0,4.47066004717696,134.11980141530898,0.0,0,22.841390561448698,670642.0711826,3554303.58721917,40.59857925399871,0,03:23:01,2017-01-11 03:23:01
11393,11-Jan-2017 03:23:32,736706.141344097,32.112501339815104,34.8086161554485,0.0,1.1485374503860302,34.456123511581,0.0,0,22.7520904394206,670636.959324401,3554337.6620390997,27.963994219755897,1,03:23:31,2017-01-11 03:23:31
11394,11-Jan-2017 03:24:02,736706.14169132,32.112601831732,34.8086156358163,0.0,0.37143593809195297,11.1430781427586,0.0,0,23.826819734917603,670636.723274609,3554348.80261678,22.3027223165741,1,03:24:01,2017-01-11 03:24:01
11395,11-Jan-2017 03:24:32,736706.1420385421,32.1124960388127,34.808790764509695,0.0,0.675582429377656,20.2674728813297,0.0,0,25.5746668657371,670653.445376584,3554337.35090238,18.7510850117796,1,03:24:31,2017-01-11 03:24:31
11396,11-Jan-2017 03:25:02,736706.142385764,32.1124873861381,34.8088866474213,0.0,0.30331838525614097,9.09955155768422,0.0,0,26.2247627829992,670662.509035266,3554336.54348065,22.1907204783152,1,03:25:01,2017-01-11 03:25:01
11397,11-Jan-2017 03:25:32,736706.1427329859,32.1124826847655,34.808620717396806,0.0,0.836740839636413,25.102225189092398,0.0,0,25.901147399855102,670637.424509173,3554335.60100512,22.4187142283601,1,03:25:31,2017-01-11 03:25:31
11398,11-Jan-2017 03:26:02,736706.143080208,32.1124036250982,34.8086511491354,0.0,0.307497363946315,9.224920918389449,0.0,0,28.0936305383651,670640.443195393,3554326.88397011,25.2500285907592,1,03:26:01,2017-01-11 03:26:01
11399,11-Jan-2017 03:26:32,736706.1434274309,32.1124259795387,34.8087934321196,0.0,0.45515529697942103,13.6546589093826,0.0,0,29.987470499583804,670653.8274873571,3554329.58775237,25.3966257615665,1,03:26:31,2017-01-11 03:26:31
11400,11-Jan-2017 03:27:02,736706.143774653,32.1123394070955,34.8087651577101,0.0,0.33211604295841496,9.96348128875246,0.0,0,30.4903050045677,670651.320624966,3554319.94479638,22.227517245668697,1,03:27:01,2017-01-11 03:27:01
11401,11-Jan-2017 03:27:32,736706.144121875,32.1116729345746,34.8083158860344,0.0,2.8400181432616205,85.2005442978486,0.0,0,32.8305543619747,670610.16717482,3554245.34234139,21.8187943345617,1,03:27:31,2017-01-11 03:27:31
11402,11-Jan-2017 03:28:02,736706.144469097,32.1113805520936,34.8082630820068,0.0,1.09337870689091,32.8013612067274,0.0,0,33.3661527988763,670605.728526256,3554212.84268454,21.9336294597332,1,03:28:01,2017-01-11 03:28:01
11403,11-Jan-2017 03:28:32,736706.1448163191,32.1112545229199,34.807859838872105,0.0,1.3513584330359398,40.5407529910781,0.0,0,34.9192794951295,670567.91230736,3554198.23151615,22.334386512719398,1,03:28:31,2017-01-11 03:28:31
11404,11-Jan-2017 03:29:02,736706.145163542,32.1110469417244,34.8076714145224,0.0,0.9695494383535358,29.086483150606103,0.0,0,35.5642645738059,670550.518361748,3554174.91898394,23.917001187529397,1,03:29:01,2017-01-11 03:29:01
11405,11-Jan-2017 03:49:32,736706.159398727,32.1110868699033,34.8082538122752,0.0,0.0,0.0,0.0,0,36.9763081522883,670605.400237469,3554180.26787339,25.2773931593011,1,03:49:31,2017-01-11 03:49:31
11406,11-Jan-2017 03:50:02,736706.1597459491,32.1123365450681,34.8088042936658,0.0,4.93292686417888,147.987805925366,0.0,0,38.327131694103706,670655.01884396,3554319.68948073,25.985160245057898,1,03:50:01,2017-01-11 03:50:01
11407,11-Jan-2017 03:50:32,736706.1600931709,32.1124767390588,34.808765622047304,0.0,0.5322656177853939,15.967968533561802,0.0,0,39.2807320290464,670651.108842926,3554335.17133821,26.7297000597856,1,03:50:31,2017-01-11 03:50:31
11408,11-Jan-2017 03:51:02,736706.1604403941,32.1124482986232,34.8088745957206,0.0,0.358563640984846,10.7569092295454,0.0,0,40.24982288227461,670661.4445841439,3554332.19080979,25.0467185185641,1,03:51:01,2017-01-11 03:51:01
11409,11-Jan-2017 03:51:32,736706.1607876159,32.1123267786835,34.808784547350996,0.0,0.531021767500275,15.930653025008302,0.0,0,41.2892174767443,670653.173746808,3554318.57541572,25.2965437303745,1,03:51:31,2017-01-11 03:51:31
11410,11-Jan-2017 03:52:02,736706.161134838,32.1122051806555,34.8087467500427,0.0,0.46490572758068704,13.947171827420599,0.0,0,41.9284572951491,670649.833480215,3554305.03413731,21.2172041268237,1,03:52:01,2017-01-11 03:52:01
11411,11-Jan-2017 03:52:32,736706.16148206,32.111807768028896,34.80874251170739,0.0,1.4689537531967198,44.0686125959015,0.0,0,42.7242334119119,670650.173179723,3554260.96683401,18.2551769124391,1,03:52:31,2017-01-11 03:52:31
11412,11-Jan-2017 03:53:02,736706.161829283,32.111412182599395,34.8084237977406,0.0,1.77287702664036,53.1863107992107,0.0,0,43.7261174456856,670620.83505941,3554216.6040303,22.1699389686725,1,03:53:01,2017-01-11 03:53:01
